ObID,Group,Date,AMPM,Scan,TimeInSec,IndividualA,Behavior,IndividualB
G_Gab20210630AM,Gabe,2021-06-30,AM,1,1,Gabe,Inactive,
G_Gab20210630AM,Gabe,2021-06-30,AM,1,6,Isabelle,Inactive,
G_Gab20210630AM,Gabe,2021-06-30,AM,1,16,Apple,Inactive,
G_Gab20210630AM,Gabe,2021-06-30,AM,1,18,Atilla,Locomote,
G_Gab20210630AM,Gabe,2021-06-30,AM,2,183,Gabe,Inactive,
G_Gab20210630AM,Gabe,2021-06-30,AM,2,189,Isabelle,Locomote,
G_Gab20210630AM,Gabe,2021-06-30,AM,2,195,Apple,Locomote,
G_Gab20210630AM,Gabe,2021-06-30,AM,2,206,Atilla,Locomote,
G_Gab20210630AM,Gabe,2021-06-30,AM,3,363,Gabe,Inactive,
G_Gab20210630AM,Gabe,2021-06-30,AM,3,371,Isabelle,Locomote,
G_Gab20210630AM,Gabe,2021-06-30,AM,3,379,Apple,Solo-Feed,
G_Gab20210630AM,Gabe,2021-06-30,AM,3,394,Atilla,Locomote,
G_Gab20210630AM,Gabe,2021-06-30,AM,4,544,Gabe,Locomote,
G_Gab20210630AM,Gabe,2021-06-30,AM,4,547,Isabelle,Locomote,
G_Gab20210630AM,Gabe,2021-06-30,AM,4,553,Apple,Inactive,
G_Gab20210630AM,Gabe,2021-06-30,AM,4,556,Atilla,,
G_Gab20210630AM,Gabe,2021-06-30,AM,5,723,Gabe,Locomote,
G_Gab20210630AM,Gabe,2021-06-30,AM,5,727,Isabelle,Locomote,
G_Gab20210630AM,Gabe,2021-06-30,AM,5,729,Apple,Locomote,
G_Gab20210630AM,Gabe,2021-06-30,AM,5,735,Atilla,Locomote,
G_Gab20210630AM,Gabe,2021-06-30,AM,6,903,Gabe,Locomote,
G_Gab20210630AM,Gabe,2021-06-30,AM,6,906,Isabelle,Locomote,
G_Gab20210630AM,Gabe,2021-06-30,AM,6,915,Apple,Inactive,
G_Gab20210630AM,Gabe,2021-06-30,AM,6,921,Atilla,Locomote,
G_Gab20210630AM,Gabe,2021-06-30,AM,7,1084,Gabe,Locomote,
G_Gab20210630AM,Gabe,2021-06-30,AM,7,1086,Isabelle,Locomote,
