ObID,Group,Date,AMPM,Scan,TimeInSec,IndividualA,Behavior,IndividualB
G_Gab20220504AM,Gabe,2022-05-04,AM,1,2,Gabe,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,1,4,Isabelle,Inactive,
G_Gab20220504AM,Gabe,2022-05-04,AM,1,6,Apple,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,1,7,Atilla,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,2,183,Gabe,,
G_Gab20220504AM,Gabe,2022-05-04,AM,2,187,Isabelle,Proximity,Apple
G_Gab20220504AM,Gabe,2022-05-04,AM,2,189,Apple,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,2,192,Atilla,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,3,366,Gabe,Inactive,
G_Gab20220504AM,Gabe,2022-05-04,AM,3,369,Isabelle,Groom,Isabelle
G_Gab20220504AM,Gabe,2022-05-04,AM,3,372,Apple,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,3,373,Atilla,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,4,564,Gabe,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,4,566,Isabelle,,
G_Gab20220504AM,Gabe,2022-05-04,AM,4,567,Apple,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,4,568,Atilla,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,5,725,Gabe,Groom,Gabe
G_Gab20220504AM,Gabe,2022-05-04,AM,5,727,Isabelle,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,5,730,Apple,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,5,733,Atilla,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,6,904,Gabe,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,6,907,Isabelle,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,6,909,Apple,,
G_Gab20220504AM,Gabe,2022-05-04,AM,6,910,Atilla,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,7,1085,Gabe,Inactive,
G_Gab20220504AM,Gabe,2022-05-04,AM,7,1091,Isabelle,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,7,1094,Apple,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,7,1096,Atilla,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,8,1265,Gabe,Inactive,
G_Gab20220504AM,Gabe,2022-05-04,AM,8,1268,Isabelle,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,8,1271,Apple,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,8,1273,Atilla,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,9,1443,Gabe,,
G_Gab20220504AM,Gabe,2022-05-04,AM,9,1445,Isabelle,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,9,1447,Apple,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,9,1450,Atilla,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,10,1621,Gabe,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,10,1624,Isabelle,Inactive,
G_Gab20220504AM,Gabe,2022-05-04,AM,10,1626,Apple,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,10,1629,Atilla,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,11,1803,Gabe,Inactive,
G_Gab20220504AM,Gabe,2022-05-04,AM,11,1806,Isabelle,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,11,1808,Apple,Locomote,
G_Gab20220504AM,Gabe,2022-05-04,AM,11,1809,Atilla,Locomote,
G_Gab20220511PM,Gabe,2022-05-11,PM,1,2,Gabe,,
G_Gab20220511PM,Gabe,2022-05-11,PM,1,6,Isabelle,Solo-Feed,
G_Gab20220511PM,Gabe,2022-05-11,PM,1,11,Apple,Inactive,
G_Gab20220511PM,Gabe,2022-05-11,PM,1,13,Atilla,Locomote,
G_Gab20220511PM,Gabe,2022-05-11,PM,2,182,Gabe,,
G_Gab20220511PM,Gabe,2022-05-11,PM,2,184,Isabelle,Solo-Feed,
G_Gab20220511PM,Gabe,2022-05-11,PM,2,188,Apple,Inactive,
G_Gab20220511PM,Gabe,2022-05-11,PM,2,191,Atilla,Solo-Feed,
G_Gab20220511PM,Gabe,2022-05-11,PM,3,363,Gabe,Solo-Feed,
G_Gab20220511PM,Gabe,2022-05-11,PM,3,366,Isabelle,Inactive,
G_Gab20220511PM,Gabe,2022-05-11,PM,3,369,Apple,Solo-Feed,
G_Gab20220511PM,Gabe,2022-05-11,PM,3,371,Atilla,Locomote,
G_Gab20220511PM,Gabe,2022-05-11,PM,4,546,Gabe,Groom,Gabe
G_Gab20220511PM,Gabe,2022-05-11,PM,4,550,Isabelle,Contact,Apple
G_Gab20220511PM,Gabe,2022-05-11,PM,4,552,Apple,Groom,Isabelle
G_Gab20220511PM,Gabe,2022-05-11,PM,4,555,Atilla,Solo-Feed,
G_Gab20220511PM,Gabe,2022-05-11,PM,5,723,Gabe,Solo-Feed,
G_Gab20220511PM,Gabe,2022-05-11,PM,5,726,Isabelle,Proximity-Feed,Apple
G_Gab20220511PM,Gabe,2022-05-11,PM,5,729,Apple,Proximity-Feed,Isabelle
G_Gab20220511PM,Gabe,2022-05-11,PM,5,733,Atilla,,
