ObID,Group,Date,AMPM,Scan,TimeInSec,IndividualA,Behavior,IndividualB
G_Gab20210602PM,Gabe,2021-06-02,PM,1,2,Gabe,Locomote,
G_Gab20210602PM,Gabe,2021-06-02,PM,1,8,Isabelle,Proximity,Apple
G_Gab20210602PM,Gabe,2021-06-02,PM,1,15,Apple,Proximity,Isabelle
G_Gab20210602PM,Gabe,2021-06-02,PM,1,25,Atilla,Locomote,
G_Gab20210602PM,Gabe,2021-06-02,PM,2,184,Gabe,Inactive,
G_Gab20210602PM,Gabe,2021-06-02,PM,2,189,Isabelle,Inactive,
G_Gab20210602PM,Gabe,2021-06-02,PM,2,195,Apple,Inactive,
G_Gab20210602PM,Gabe,2021-06-02,PM,2,198,Atilla,Locomote,
G_Gab20210602PM,Gabe,2021-06-02,PM,3,369,Gabe,Inactive,
G_Gab20210602PM,Gabe,2021-06-02,PM,3,374,Isabelle,Solo-Feed,
G_Gab20210602PM,Gabe,2021-06-02,PM,3,385,Apple,,
G_Gab20210602PM,Gabe,2021-06-02,PM,3,390,Atilla,Solo-Feed,
G_Gab20210602PM,Gabe,2021-06-02,PM,4,545,Gabe,Forage,
G_Gab20210602PM,Gabe,2021-06-02,PM,4,549,Isabelle,Solo-Feed,
G_Gab20210602PM,Gabe,2021-06-02,PM,4,553,Apple,Solo-Feed,
G_Gab20210602PM,Gabe,2021-06-02,PM,4,557,Atilla,Locomote,
G_Gab20210602PM,Gabe,2021-06-02,PM,5,725,Gabe,Inactive,
G_Gab20210602PM,Gabe,2021-06-02,PM,5,729,Isabelle,Forage,
G_Gab20210602PM,Gabe,2021-06-02,PM,5,752,Apple,Inactive,
G_Gab20210602PM,Gabe,2021-06-02,PM,5,754,Atilla,Locomote,
G_Gab20210602PM,Gabe,2021-06-02,PM,6,902,Gabe,Solo-Feed,
G_Gab20210602PM,Gabe,2021-06-02,PM,6,906,Isabelle,Locomote,
G_Gab20210602PM,Gabe,2021-06-02,PM,6,909,Apple,Forage,
G_Gab20210602PM,Gabe,2021-06-02,PM,6,913,Atilla,Locomote,
G_Gab20210602PM,Gabe,2021-06-02,PM,7,1085,Gabe,Solo-Feed,
G_Gab20210602PM,Gabe,2021-06-02,PM,7,1091,Isabelle,Solo-Feed,
G_Gab20210602PM,Gabe,2021-06-02,PM,7,1101,Apple,Solo-Feed,
G_Gab20210602PM,Gabe,2021-06-02,PM,7,1106,Atilla,Locomote,
G_Gab20210602PM,Gabe,2021-06-02,PM,8,1267,Gabe,Locomote,
G_Gab20210602PM,Gabe,2021-06-02,PM,8,1270,Isabelle,Forage,
G_Gab20210602PM,Gabe,2021-06-02,PM,8,1273,Apple,Solo-Feed,
G_Gab20210602PM,Gabe,2021-06-02,PM,8,1276,Atilla,Solo-Feed,
G_Gab20210602PM,Gabe,2021-06-02,PM,9,1443,Gabe,Solo-Feed,
G_Gab20210602PM,Gabe,2021-06-02,PM,9,1458,Isabelle,Inactive,
G_Gab20210602PM,Gabe,2021-06-02,PM,9,1462,Apple,Inactive,
G_Gab20210602PM,Gabe,2021-06-02,PM,9,1465,Atilla,Locomote,
G_Gab20210602PM,Gabe,2021-06-02,PM,10,1627,Gabe,Solo-Feed,
G_Gab20210602PM,Gabe,2021-06-02,PM,10,1634,Isabelle,Solo-Feed,
G_Gab20210602PM,Gabe,2021-06-02,PM,10,1652,Apple,Inactive,
G_Gab20210602PM,Gabe,2021-06-02,PM,10,1659,Atilla,Proximity-Feed,Gabe
G_Gab20210602PM,Gabe,2021-06-02,PM,11,1803,Gabe,,
G_Gab20210602PM,Gabe,2021-06-02,PM,11,1823,Isabelle,Forage,
G_Gab20210602PM,Gabe,2021-06-02,PM,11,1832,Apple,Groom,Gabe
G_Gab20210602PM,Gabe,2021-06-02,PM,11,1840,Atilla,Locomote,
G_Gab20210604PM,Gabe,2021-06-04,PM,1,2,Gabe,Inactive,
G_Gab20210604PM,Gabe,2021-06-04,PM,1,7,Isabelle,Inactive,
G_Gab20210604PM,Gabe,2021-06-04,PM,1,12,Apple,Proximity,Gabe
G_Gab20210604PM,Gabe,2021-06-04,PM,1,17,Atilla,Proximity,Gabe
G_Gab20210604PM,Gabe,2021-06-04,PM,2,182,Gabe,Proximity,Atilla
G_Gab20210604PM,Gabe,2021-06-04,PM,2,189,Isabelle,Inactive,
G_Gab20210604PM,Gabe,2021-06-04,PM,2,192,Apple,Forage,
G_Gab20210604PM,Gabe,2021-06-04,PM,2,198,Atilla,Proximity,Gabe
G_Gab20210604PM,Gabe,2021-06-04,PM,3,363,Gabe,Groom,Apple
G_Gab20210604PM,Gabe,2021-06-04,PM,3,367,Isabelle,Inactive,
G_Gab20210604PM,Gabe,2021-06-04,PM,3,371,Apple,Contact,Gabe
G_Gab20210604PM,Gabe,2021-06-04,PM,3,374,Atilla,Proximity,Gabe
