ObID,Group,Date,AMPM,Scan,TimeInSec,IndividualA,Behavior,IndividualB
G_Gab20210907PM,Gabe,2021-09-07,PM,1,0,Gabe,Proximity,Isabelle
G_Gab20210907PM,Gabe,2021-09-07,PM,1,5,Isabelle,Proximity-Feed,Gabe
G_Gab20210907PM,Gabe,2021-09-07,PM,1,10,Apple,Locomote,
G_Gab20210907PM,Gabe,2021-09-07,PM,1,13,Atilla,Locomote,
G_Gab20210907PM,Gabe,2021-09-07,PM,2,183,Gabe,Locomote,
G_Gab20210907PM,Gabe,2021-09-07,PM,2,187,Isabelle,Solo-Feed,
G_Gab20210907PM,Gabe,2021-09-07,PM,2,193,Apple,Solo-Feed,
G_Gab20210907PM,Gabe,2021-09-07,PM,2,197,Atilla,Locomote,
G_Gab20210907PM,Gabe,2021-09-07,PM,3,363,Gabe,Solo-Feed,
G_Gab20210907PM,Gabe,2021-09-07,PM,3,367,Isabelle,Solo-Feed,
G_Gab20210907PM,Gabe,2021-09-07,PM,3,371,Apple,Solo-Feed,
G_Gab20210907PM,Gabe,2021-09-07,PM,3,375,Atilla,Locomote,
G_Gab20210907PM,Gabe,2021-09-07,PM,4,543,Gabe,,
G_Gab20210907PM,Gabe,2021-09-07,PM,4,548,Isabelle,Solo-Feed,
G_Gab20210907PM,Gabe,2021-09-07,PM,4,552,Apple,Solo-Feed,
G_Gab20210907PM,Gabe,2021-09-07,PM,4,556,Atilla,Locomote,
G_Gab20210907PM,Gabe,2021-09-07,PM,5,723,Gabe,Locomote,
G_Gab20210907PM,Gabe,2021-09-07,PM,5,726,Isabelle,Solo-Feed,
G_Gab20210907PM,Gabe,2021-09-07,PM,5,732,Apple,Locomote,
G_Gab20210907PM,Gabe,2021-09-07,PM,5,734,Atilla,Locomote,
G_Gab20210907PM,Gabe,2021-09-07,PM,6,904,Gabe,Locomote,
G_Gab20210907PM,Gabe,2021-09-07,PM,6,907,Isabelle,Solo-Feed,
G_Gab20210907PM,Gabe,2021-09-07,PM,6,912,Apple,Solo-Feed,
G_Gab20210907PM,Gabe,2021-09-07,PM,6,917,Atilla,Locomote,
G_Gab20210907PM,Gabe,2021-09-07,PM,7,1083,Gabe,Forage,
G_Gab20210907PM,Gabe,2021-09-07,PM,7,1089,Isabelle,Locomote,
G_Gab20210907PM,Gabe,2021-09-07,PM,7,1091,Apple,Groom,Apple
G_Gab20210907PM,Gabe,2021-09-07,PM,7,1105,Atilla,Locomote,
G_Gab20210907PM,Gabe,2021-09-07,PM,8,1261,Gabe,,
G_Gab20210907PM,Gabe,2021-09-07,PM,8,1266,Isabelle,Inactive,
G_Gab20210907PM,Gabe,2021-09-07,PM,8,1271,Apple,Groom,Apple
G_Gab20210907PM,Gabe,2021-09-07,PM,8,1281,Atilla,Proximity-Feed,Gabe
G_Gab20210907PM,Gabe,2021-09-07,PM,9,1441,Gabe,Locomote,
G_Gab20210907PM,Gabe,2021-09-07,PM,9,1446,Isabelle,Solo-Feed,
G_Gab20210907PM,Gabe,2021-09-07,PM,9,1452,Apple,Forage,
G_Gab20210907PM,Gabe,2021-09-07,PM,9,1459,Atilla,Locomote,
G_Gab20210907PM,Gabe,2021-09-07,PM,10,1622,Gabe,Inactive,
G_Gab20210907PM,Gabe,2021-09-07,PM,10,1626,Isabelle,Solo-Feed,
G_Gab20210907PM,Gabe,2021-09-07,PM,10,1634,Apple,Inactive,
G_Gab20210907PM,Gabe,2021-09-07,PM,10,1640,Atilla,Locomote,
G_Gab20210907PM,Gabe,2021-09-07,PM,11,1802,Gabe,Solo-Feed,
G_Gab20210907PM,Gabe,2021-09-07,PM,11,1810,Isabelle,Locomote,
G_Gab20210907PM,Gabe,2021-09-07,PM,11,1815,Apple,Solo-Feed,
G_Gab20210907PM,Gabe,2021-09-07,PM,11,1820,Atilla,Locomote,
G_Gab20210908AM,Gabe,2021-09-08,AM,1,3,Gabe,Locomote,
G_Gab20210908AM,Gabe,2021-09-08,AM,1,7,Isabelle,Locomote,
G_Gab20210908AM,Gabe,2021-09-08,AM,1,10,Apple,Locomote,
G_Gab20210908AM,Gabe,2021-09-08,AM,1,16,Atilla,Locomote,
G_Gab20210908AM,Gabe,2021-09-08,AM,2,185,Gabe,,
G_Gab20210908AM,Gabe,2021-09-08,AM,2,187,Isabelle,Locomote,
G_Gab20210908AM,Gabe,2021-09-08,AM,2,192,Apple,Locomote,
G_Gab20210908AM,Gabe,2021-09-08,AM,2,193,Atilla,Locomote,
G_Gab20210908AM,Gabe,2021-09-08,AM,3,366,Gabe,,
G_Gab20210908AM,Gabe,2021-09-08,AM,3,376,Isabelle,Inactive,
G_Gab20210908AM,Gabe,2021-09-08,AM,3,378,Apple,Locomote,
G_Gab20210908AM,Gabe,2021-09-08,AM,3,380,Atilla,Locomote,
G_Gab20210908AM,Gabe,2021-09-08,AM,4,542,Gabe,Locomote,
G_Gab20210908AM,Gabe,2021-09-08,AM,4,544,Isabelle,Locomote,
G_Gab20210908AM,Gabe,2021-09-08,AM,4,546,Apple,Locomote,
G_Gab20210908AM,Gabe,2021-09-08,AM,4,547,Atilla,Locomote,
G_Gab20210908AM,Gabe,2021-09-08,AM,5,726,Gabe,Locomote,
G_Gab20210908AM,Gabe,2021-09-08,AM,5,730,Isabelle,Locomote,
G_Gab20210908AM,Gabe,2021-09-08,AM,5,731,Apple,Locomote,
G_Gab20210908AM,Gabe,2021-09-08,AM,5,733,Atilla,Inactive,
G_Gab20210908AM,Gabe,2021-09-08,AM,6,903,Gabe,Locomote,
G_Gab20210908AM,Gabe,2021-09-08,AM,6,905,Isabelle,Locomote,
G_Gab20210908AM,Gabe,2021-09-08,AM,6,906,Apple,Locomote,
G_Gab20210908AM,Gabe,2021-09-08,AM,6,907,Atilla,Locomote,
G_Gab20210908AM,Gabe,2021-09-08,AM,7,1084,Gabe,Inactive,
G_Gab20210908AM,Gabe,2021-09-08,AM,7,1087,Isabelle,Inactive,
G_Gab20210908AM,Gabe,2021-09-08,AM,7,1089,Apple,Locomote,
G_Gab20210908AM,Gabe,2021-09-08,AM,7,1090,Atilla,Locomote,
G_Gab20210908AM,Gabe,2021-09-08,AM,8,1269,Gabe,Abnormal,
G_Gab20210908AM,Gabe,2021-09-08,AM,8,1279,Isabelle,Proximity,Atilla
G_Gab20210908AM,Gabe,2021-09-08,AM,8,1286,Apple,Locomote,
G_Gab20210908AM,Gabe,2021-09-08,AM,8,1288,Atilla,Proximity,Isabelle
G_Gab20210908AM,Gabe,2021-09-08,AM,9,1442,Gabe,Manipulate,
G_Gab20210908AM,Gabe,2021-09-08,AM,9,1445,Isabelle,Locomote,
G_Gab20210908AM,Gabe,2021-09-08,AM,9,1447,Apple,Locomote,
G_Gab20210908AM,Gabe,2021-09-08,AM,9,1448,Atilla,Locomote,
