ObID,Group,Date,AMPM,Scan,TimeInSec,IndividualA,Behavior,IndividualB
G_Gab20220301PM,Gabe,2022-03-01,PM,1,3,Gabe,Locomote,
G_Gab20220301PM,Gabe,2022-03-01,PM,1,6,Isabelle,Locomote,
G_Gab20220301PM,Gabe,2022-03-01,PM,1,11,Apple,Solo-Feed,
G_Gab20220301PM,Gabe,2022-03-01,PM,1,15,Atilla,Proximity,Apple
G_Gab20220301PM,Gabe,2022-03-01,PM,2,185,Gabe,Solo-Feed,
G_Gab20220301PM,Gabe,2022-03-01,PM,2,189,Isabelle,Locomote,
G_Gab20220301PM,Gabe,2022-03-01,PM,2,193,Apple,Locomote,
G_Gab20220301PM,Gabe,2022-03-01,PM,2,195,Atilla,Locomote,
G_Gab20220301PM,Gabe,2022-03-01,PM,3,363,Gabe,Solo-Feed,
G_Gab20220301PM,Gabe,2022-03-01,PM,3,367,Isabelle,Locomote,
G_Gab20220301PM,Gabe,2022-03-01,PM,3,369,Apple,Inactive,
G_Gab20220301PM,Gabe,2022-03-01,PM,3,372,Atilla,Locomote,
G_Gab20220301PM,Gabe,2022-03-01,PM,4,549,Gabe,Solo-Feed,
G_Gab20220301PM,Gabe,2022-03-01,PM,4,552,Isabelle,,
G_Gab20220301PM,Gabe,2022-03-01,PM,4,555,Apple,Inactive,
G_Gab20220301PM,Gabe,2022-03-01,PM,4,557,Atilla,Locomote,
G_Gab20220301PM,Gabe,2022-03-01,PM,5,722,Gabe,Solo-Feed,
G_Gab20220301PM,Gabe,2022-03-01,PM,5,726,Isabelle,Locomote,
G_Gab20220301PM,Gabe,2022-03-01,PM,5,729,Apple,Locomote,
G_Gab20220301PM,Gabe,2022-03-01,PM,5,731,Atilla,Solo-Feed,
G_Gab20220301PM,Gabe,2022-03-01,PM,6,910,Gabe,Locomote,
G_Gab20220301PM,Gabe,2022-03-01,PM,6,913,Isabelle,Proximity-Feed,Atilla
G_Gab20220301PM,Gabe,2022-03-01,PM,6,918,Apple,Solo-Feed,
G_Gab20220301PM,Gabe,2022-03-01,PM,6,921,Atilla,Proximity,Isabelle
G_Gab20220301PM,Gabe,2022-03-01,PM,7,1083,Gabe,Solo-Feed,
G_Gab20220301PM,Gabe,2022-03-01,PM,7,1086,Isabelle,Locomote,
G_Gab20220301PM,Gabe,2022-03-01,PM,7,1090,Apple,Inactive,
G_Gab20220301PM,Gabe,2022-03-01,PM,7,1092,Atilla,Locomote,
G_Gab20220301PM,Gabe,2022-03-01,PM,8,1270,Gabe,Proximity,Apple
G_Gab20220301PM,Gabe,2022-03-01,PM,8,1273,Isabelle,Inactive,
G_Gab20220301PM,Gabe,2022-03-01,PM,8,1277,Apple,Contact,Gabe
G_Gab20220301PM,Gabe,2022-03-01,PM,8,1280,Atilla,Inactive,
G_Gab20220301PM,Gabe,2022-03-01,PM,9,1448,Gabe,Locomote,
G_Gab20220301PM,Gabe,2022-03-01,PM,9,1450,Isabelle,Solo-Feed,
G_Gab20220301PM,Gabe,2022-03-01,PM,9,1453,Apple,Locomote,
G_Gab20220301PM,Gabe,2022-03-01,PM,9,1456,Atilla,Locomote,
G_Gab20220301PM,Gabe,2022-03-01,PM,10,1627,Gabe,Locomote,
G_Gab20220301PM,Gabe,2022-03-01,PM,10,1629,Isabelle,Solo-Feed,
G_Gab20220301PM,Gabe,2022-03-01,PM,10,1632,Apple,Solo-Feed,
G_Gab20220301PM,Gabe,2022-03-01,PM,10,1635,Atilla,Locomote,
G_Gab20220301PM,Gabe,2022-03-01,PM,11,1804,Gabe,,
G_Gab20220301PM,Gabe,2022-03-01,PM,11,1806,Isabelle,Solo-Feed,
G_Gab20220301PM,Gabe,2022-03-01,PM,11,1812,Apple,Solo-Feed,
