ObID,Group,Date,AMPM,Scan,TimeInSec,IndividualA,Behavior,IndividualB
G_Gab20210303AM,Gabe,2021-03-03,AM,1,2,Gabe,Inactive,
G_Gab20210303AM,Gabe,2021-03-03,AM,1,8,Isabelle,Manipulate,
G_Gab20210303AM,Gabe,2021-03-03,AM,1,11,Apple,Inactive,
G_Gab20210303AM,Gabe,2021-03-03,AM,1,13,Atilla,Inactive,
G_Gab20210303AM,Gabe,2021-03-03,AM,2,181,Gabe,Contact,Apple
G_Gab20210303AM,Gabe,2021-03-03,AM,2,184,Isabelle,Locomote,
G_Gab20210303AM,Gabe,2021-03-03,AM,2,187,Apple,Contact,Gabe
G_Gab20210303AM,Gabe,2021-03-03,AM,2,192,Atilla,Inactive,
G_Gab20210303AM,Gabe,2021-03-03,AM,3,363,Gabe,Contact,Apple
G_Gab20210303AM,Gabe,2021-03-03,AM,3,368,Isabelle,Inactive,
G_Gab20210303AM,Gabe,2021-03-03,AM,3,371,Apple,Groom,Gabe
G_Gab20210303AM,Gabe,2021-03-03,AM,3,375,Atilla,Locomote,
G_Gab20210303AM,Gabe,2021-03-03,AM,4,542,Gabe,Contact,Apple
G_Gab20210303AM,Gabe,2021-03-03,AM,4,547,Isabelle,Inactive,
G_Gab20210303AM,Gabe,2021-03-03,AM,4,549,Apple,Groom,Gabe
G_Gab20210303AM,Gabe,2021-03-03,AM,4,552,Atilla,Locomote,
G_Gab20210303AM,Gabe,2021-03-03,AM,5,721,Gabe,Locomote,
G_Gab20210303AM,Gabe,2021-03-03,AM,5,726,Isabelle,Locomote,
G_Gab20210303AM,Gabe,2021-03-03,AM,5,729,Apple,Contact,Atilla
G_Gab20210303AM,Gabe,2021-03-03,AM,5,732,Atilla,Contact,Apple
G_Gab20210303AM,Gabe,2021-03-03,AM,6,901,Gabe,Inactive,
G_Gab20210303AM,Gabe,2021-03-03,AM,6,906,Isabelle,Contact,Apple
G_Gab20210303AM,Gabe,2021-03-03,AM,6,909,Apple,Groom,Isabelle
G_Gab20210303AM,Gabe,2021-03-03,AM,6,911,Atilla,Locomote,
G_Gab20210303AM,Gabe,2021-03-03,AM,7,1083,Gabe,Inactive,
G_Gab20210303AM,Gabe,2021-03-03,AM,7,1088,Isabelle,Contact,Apple
G_Gab20210303AM,Gabe,2021-03-03,AM,7,1090,Apple,Groom,Isabelle
G_Gab20210303AM,Gabe,2021-03-03,AM,7,1091,Atilla,Locomote,
G_Gab20210303AM,Gabe,2021-03-03,AM,8,1263,Gabe,Inactive,
G_Gab20210303AM,Gabe,2021-03-03,AM,8,1266,Isabelle,Locomote,
G_Gab20210303AM,Gabe,2021-03-03,AM,8,1269,Apple,Inactive,
G_Gab20210303AM,Gabe,2021-03-03,AM,8,1271,Atilla,Locomote,
G_Gab20210303AM,Gabe,2021-03-03,AM,9,1442,Gabe,Inactive,
G_Gab20210303AM,Gabe,2021-03-03,AM,9,1445,Isabelle,Inactive,
G_Gab20210303AM,Gabe,2021-03-03,AM,9,1449,Apple,Inactive,
G_Gab20210303AM,Gabe,2021-03-03,AM,9,1451,Atilla,Locomote,
G_Gab20210303AM,Gabe,2021-03-03,AM,10,1624,Gabe,Inactive,
G_Gab20210303AM,Gabe,2021-03-03,AM,10,1627,Isabelle,Inactive,
G_Gab20210303AM,Gabe,2021-03-03,AM,10,1629,Apple,Inactive,
G_Gab20210303AM,Gabe,2021-03-03,AM,10,1632,Atilla,Locomote,
G_Gab20210303AM,Gabe,2021-03-03,AM,11,1815,Gabe,Locomote,
G_Gab20210303AM,Gabe,2021-03-03,AM,11,1824,Isabelle,Inactive,
G_Gab20210303AM,Gabe,2021-03-03,AM,11,1827,Apple,Locomote,
G_Gab20210303AM,Gabe,2021-03-03,AM,11,1829,Atilla,Locomote,
G_Gab20210307PM,Gabe,2021-03-07,PM,1,0,Gabe,Solo-Feed,
G_Gab20210307PM,Gabe,2021-03-07,PM,1,6,Isabelle,Solo-Feed,
G_Gab20210307PM,Gabe,2021-03-07,PM,1,15,Apple,Solo-Feed,
G_Gab20210307PM,Gabe,2021-03-07,PM,1,21,Atilla,Solo-Feed,
G_Gab20210307PM,Gabe,2021-03-07,PM,2,184,Gabe,Solo-Feed,
G_Gab20210307PM,Gabe,2021-03-07,PM,2,188,Isabelle,Solo-Feed,
G_Gab20210307PM,Gabe,2021-03-07,PM,2,195,Apple,Solo-Feed,
G_Gab20210307PM,Gabe,2021-03-07,PM,2,201,Atilla,Solo-Feed,
G_Gab20210307PM,Gabe,2021-03-07,PM,3,363,Gabe,Solo-Feed,
G_Gab20210307PM,Gabe,2021-03-07,PM,3,369,Isabelle,Locomote,
G_Gab20210307PM,Gabe,2021-03-07,PM,3,379,Apple,Inactive,
G_Gab20210307PM,Gabe,2021-03-07,PM,3,387,Atilla,Solo-Feed,
G_Gab20210307PM,Gabe,2021-03-07,PM,4,543,Gabe,Solo-Feed,
G_Gab20210307PM,Gabe,2021-03-07,PM,4,548,Isabelle,Solo-Feed,
G_Gab20210307PM,Gabe,2021-03-07,PM,4,552,Apple,Inactive,
G_Gab20210307PM,Gabe,2021-03-07,PM,4,557,Atilla,Solo-Feed,
G_Gab20210307PM,Gabe,2021-03-07,PM,5,723,Gabe,Solo-Feed,
G_Gab20210307PM,Gabe,2021-03-07,PM,5,731,Isabelle,Locomote,
G_Gab20210307PM,Gabe,2021-03-07,PM,5,734,Apple,Locomote,
G_Gab20210307PM,Gabe,2021-03-07,PM,5,746,Atilla,Solo-Feed,
G_Gab20210307PM,Gabe,2021-03-07,PM,6,903,Gabe,Solo-Feed,
G_Gab20210307PM,Gabe,2021-03-07,PM,6,909,Isabelle,Forage,
G_Gab20210307PM,Gabe,2021-03-07,PM,6,918,Apple,Inactive,
G_Gab20210307PM,Gabe,2021-03-07,PM,6,923,Atilla,Solo-Feed,
G_Gab20210307PM,Gabe,2021-03-07,PM,7,1082,Gabe,Locomote,
G_Gab20210307PM,Gabe,2021-03-07,PM,7,1087,Isabelle,Locomote,
G_Gab20210307PM,Gabe,2021-03-07,PM,7,1091,Apple,Proximity,Atilla
G_Gab20210307PM,Gabe,2021-03-07,PM,7,1097,Atilla,Locomote,
G_Gab20210307PM,Gabe,2021-03-07,PM,8,1263,Gabe,Solo-Feed,
G_Gab20210307PM,Gabe,2021-03-07,PM,8,1266,Isabelle,Locomote,
G_Gab20210307PM,Gabe,2021-03-07,PM,8,1270,Apple,Solo-Feed,
G_Gab20210307PM,Gabe,2021-03-07,PM,8,1276,Atilla,Locomote,
