ObID,Group,Date,AMPM,Scan,TimeInSec,IndividualA,Behavior,IndividualB,IndividualC,IndividualD,IndividualE
G_Mas20220825PM,Mason,2022-08-25,PM,7,1112,Bias,Locomote,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,7,1113,Bailey,Locomote,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,7,1123,Beeker,Locomote,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,7,1127,Gonzo,Inactive,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,7,1149,Gretel,Inactive,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,8,1267,Mason,Locomote,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,8,1270,Benny,Locomote,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,8,1275,Scarlett,Locomote,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,8,1277,Bias,Inactive,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,8,1306,Bailey,Inactive,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,8,1311,Beeker,Locomote,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,8,1313,Gonzo,Locomote,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,8,1315,Gretel,Locomote,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,9,1445,Mason,Solo-Feed,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,9,1452,Scarlett,Solo-Feed,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,9,1456,Benny,Solo-Feed,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,9,1461,Bias,Forage,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,9,1477,Beeker,Solo-Feed,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,9,1483,Gonzo,Solo-Feed,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,9,1489,Bailey,Inactive,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,9,1500,Gretel,Locomote,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,10,1622,Mason,Locomote,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,10,1626,Scarlett,Inactive,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,10,1632,Benny,Solo-Feed,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,10,1655,Bias,Solo-Feed,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,10,1669,Bailey,Inactive,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,10,1676,Beeker,Proximity,Gonzo,,,
G_Mas20220825PM,Mason,2022-08-25,PM,10,1678,Gonzo,Proximity,Beeker,,,
G_Mas20220825PM,Mason,2022-08-25,PM,10,1680,Gretel,Solo-Feed,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,10,1708,Benny,Mason,Locomote,,,
G_Mas20220825PM,Mason,2022-08-25,PM,11,1816,Scarlett,Inactive,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,11,1819,Benny,Solo-Feed,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,11,1823,Bias,Locomote,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,11,1829,Bailey,Solo-Feed,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,11,1834,Beeker,Locomote,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,11,1839,Gonzo,Solo-Feed,,,,
G_Mas20220825PM,Mason,2022-08-25,PM,11,1850,Gretel,Locomote,,,,
